ort,cc,place_type,attractiveness_score,state_name
Leeds,GB,city,75,West Yorkshire
Acerenza,IT,village,75,Basilicata
Skyline Drive,US,scenic_drive,75,Virginia
Zimnicea,RO,small_town,75,Teleorman
Århus,DK,city,75,Central
Zalău,RO,medium_town,75,Sălaj
Agăş,RO,small_town,75,Bacău
Mormanno,IT,village,75,Calabria
Cernavodă,RO,small_town,75,Constanța
Elva,EE,small_town,75,Tartu County
Falkirk,GB,medium_town,75,Falkirk
Gradiška,BA,small_town,75,Town of Gradiška
Brno,CZ,city,75,South Moravian Region
Żnin,PL,small_town,75,Kuyavian-Pomeranian Voivodeship
Roccamonfina,IT,village,75,Campania
Radovis,MK,medium_town,75,null
Drăgăneşti-Olt,RO,small_town,75,Olt
Tamási,HU,small_town,75,Southern Transdanubia
Corleto Perticara,IT,village,75,Basilicata
Angoulême,FR,medium_town,75,Nouvelle-Aquitaine
Hedemora,SE,small_town,75,Dalarna County
Črna na Koroškem,SI,village,75,null
Tétouan,MA,city,75,Tangier-Tetouan-Al Hoceima
Konotop,UA,medium_town,75,Sumy Oblast
Mustafakemalpaşa,TR,medium_town,75,Bursa
Kınık,TR,small_town,75,Izmir
Fehérgyarmat,HU,small_town,75,North Great Plain
Edelény,HU,small_town,75,North Hungary
Foiano di Val Fortore,IT,village,75,Campania
Szczecin,PL,city,75,West Pomeranian Voivodeship
Worcester,GB,medium_town,75,Worcestershire
Tavşanlı,TR,medium_town,75,Aegean Region
Albidona,IT,village,75,Calabria
Harderwijk,NL,medium_town,75,Gelderland
Pavullo nel Frignano,IT,small_town,75,Emilia-Romagna
Blois,FR,medium_town,75,Centre-Val de Loire
Soma,TR,medium_town,75,Manisa
Pontelandolfo,IT,village,75,Campania
Rio Maior,PT,small_town,75,Santarém
Grumento Nova,IT,village,75,Basilicata
Drachten,NL,medium_town,75,Frisia
Malonno,IT,village,75,Lombardy
Kazan,TR,medium_town,75,Ankara
Gandino,IT,small_town,75,Lombardy
Bulanık,TR,medium_town,75,Muş
Ljusdal,SE,small_town,75,Gävleborg County
Montese,IT,village,75,Emilia-Romagna
Saskatoon,CA,city,75,Saskatchewan
Comana,RO,small_town,75,Giurgiu
Skalica,SK,small_town,75,Trnava
Trifeşti,RO,small_town,75,Iași
Porto de Mós,PT,small_town,75,Leiria
Castel Giorgio,IT,village,75,Umbria
Dolneni,MK,small_town,75,null
Orhangazi,TR,medium_town,75,Bursa
Sault Ste. Marie,CA,medium_town,75,Ontario
Little Rock,US,city,75,Arkansas
Charleville-Mézières,FR,medium_town,75,Grand Est
Portalegre,PT,medium_town,75,Portalegre
Celldömölk,HU,small_town,75,Western Transdanubia
Ostróda,PL,medium_town,75,Warmian-Masurian Voivodeship
Kadirli,TR,medium_town,75,Osmaniye
Monzuno,IT,village,75,Emilia-Romagna
Vinga,RO,small_town,75,Arad
Elverum,NO,small_town,75,Innlandet
Matlock,GB,small_town,75,Derbyshire
Bozkır,TR,small_town,75,Konya
Lamon,IT,village,75,Veneto
Banca,RO,small_town,75,Vaslui
Doboj,BA,medium_town,75,City of Doboj
Joiţa,RO,small_town,75,Giurgiu
Castelluccio Valmaggiore,IT,village,75,Apulia
Sankt Gallen,CH,medium_town,75,St. Gallen
Krosno Odrzańskie,PL,small_town,75,Lubusz Voivodeship
Bezdead,RO,small_town,75,Dâmbovița
Truro,GB,medium_town,75,Cornwall
Randers,DK,medium_town,75,Central
Montefalcone nel Sannio,IT,village,75,Molise
Sibiu,RO,medium_town,75,Sibiu
Jesenice,SI,small_town,75,null
Derecske,HU,small_town,75,North Great Plain
Akhisar,TR,medium_town,75,Manisa
Venasca,IT,village,75,Piedmont
Dragalina,RO,small_town,75,Călărași
Al Hoceima,MA,city,75,Tangier-Tetouan-Al Hoceima
Ostrowiec Świętokrzyski,PL,medium_town,75,Holy Cross Voivodeship
Sălişte,RO,small_town,75,Sibiu
Pâncota,RO,small_town,75,Arad
Seelow,DE,small_town,75,Brandenburg
Tione di Trento,IT,village,75,Trentino – Alto Adige/Südtirol
Kazimierza Wielka,PL,small_town,75,Holy Cross Voivodeship
Jonava,LT,medium_town,75,Kaunas County
İkizce,TR,small_town,75,Ordu
Moselle Wine Route,DE,scenic_drive,75,Rheinland-Pfalz
Łódź,PL,city,75,Łódź Voivodeship
Nisibis,TR,medium_town,75,Mardin
Ulmeni,RO,small_town,75,Călărași
Örkelljunga,SE,small_town,75,Skåne County
Kinna,SE,small_town,75,Västra Götaland County
Hajdúhadház,HU,small_town,75,North Great Plain
Mińsk Mazowiecki,PL,medium_town,75,Masovian Voivodeship
Silkeborg,DK,medium_town,75,Central
Sala Consilina,IT,small_town,75,Campania
Sarnia,CA,medium_town,75,Ontario
Delvinë,AL,small_town,75,Vlorë County
Bristol,GB,city,75,City of Bristol
Oleiros,PT,small_town,75,Castelo Branco
Anina,RO,small_town,75,Caraș-Severin
Lubin,PL,medium_town,75,Lower Silesian Voivodeship
Ladik,TR,small_town,75,Samsun
Soveria Mannelli,IT,village,75,Calabria
Sunne,SE,small_town,75,Värmland County
Sernancelhe,PT,small_town,75,Viseu
Neusiedl am See,AT,small_town,75,Burgenland
Greci,RO,small_town,75,Tulcea
Skanderborg,DK,small_town,75,Central
Ceraşu,RO,small_town,75,Prahova
Râmnicu Vâlcea,RO,medium_town,75,Vâlcea
Banská Bystrica,SK,medium_town,75,Banská Bystrica
Laurenzana,IT,village,75,Basilicata
Buneşti,RO,village,75,Brașov
Bocşa,RO,small_town,75,Caraș-Severin
Okhtyrka,UA,medium_town,75,Sumy Oblast
Avesta,SE,small_town,75,Dalarna County
Edremit,TR,medium_town,75,Balıkesir
Crucea,RO,village,75,Suceava
Găiseni,RO,small_town,75,Giurgiu
Miepherkeim,TR,medium_town,75,Diyarbakır
Mostar,BA,medium_town,75,City of Mostar
Kępno,PL,small_town,75,Greater Poland Voivodeship
Türi,EE,small_town,75,Järva County
Edineţ,MD,medium_town,75,null
Laval,FR,medium_town,75,Pays de la Loire
Castelnuovo di Val di Cecina,IT,village,75,Tuscany
Kruševac,RS,medium_town,75,Central Serbia
Carcassonne,FR,medium_town,75,Occitania
Gasteiz / Vitoria,ES,city,75,Basque Country
Osmancık,TR,medium_town,75,Çorum
Traunreut,DE,medium_town,75,Bayern
Đurđevac,HR,small_town,75,Koprivnica-Križevci County
Murgeni,RO,small_town,75,Vaslui
Satriano di Lucania,IT,village,75,Basilicata
Durağan,TR,small_town,75,Sinop
Orşova,RO,small_town,75,Mehedinți
Monor,HU,medium_town,75,Central Hungary
Nicaea,TR,medium_town,75,Bursa
Camerino,IT,village,75,Marche
Tulnici,RO,small_town,75,Vrancea
Potcoava,RO,small_town,75,Olt
Glasgow,GB,city,75,Glasgow City
Melun,FR,medium_town,75,Metropolitan France
Szikszó,HU,small_town,75,North Hungary
Grassano,IT,small_town,75,Basilicata
Caldas da Rainha,PT,medium_town,75,Leiria
Elmadağ,TR,medium_town,75,Ankara
Borlänge,SE,medium_town,75,Dalarna County
Ostrów Wielkopolski,PL,medium_town,75,Greater Poland Voivodeship
Lincoln,GB,medium_town,75,Lincolnshire
Bobov Dol,BG,small_town,75,Kyustendil
Ceyhan,TR,medium_town,75,Adana
Moldova Nouă,RO,small_town,75,Caraș-Severin
Oltu,TR,medium_town,75,Erzurum
Kardítsa,GR,medium_town,75,Thessaly
Kozluk,TR,medium_town,75,Batman
Radovanu,RO,small_town,75,Călărași
Tarouca,PT,village,75,Viseu
Zrenjanin,RS,medium_town,75,Vojvodina
Gostynin,PL,small_town,75,Masovian Voivodeship
Vareš,BA,small_town,74,Zenica-Doboj Canton
Pineto,IT,small_town,73,Abruzzo
Sidi Ifni,MA,medium_town,73,Guelmim-Oued Noun
Villa García,MX,small_town,73,Zacatecas
Suances,ES,small_town,73,Cantabria
Fairborn,US,medium_town,73,Ohio
Zarautz,ES,medium_town,73,Basque Country
Tapalpa,MX,small_town,73,Jalisco
Midlothian,US,medium_town,73,Texas
South Fulton,US,medium_town,73,Georgia
Holyhead,GB,small_town,73,Isle of Anglesey
Stockbridge,US,medium_town,73,Georgia
White Bear Lake,US,medium_town,73,Minnesota
Cañitas de Felipe Pescador,MX,small_town,73,Zacatecas
La Teste-de-Buch,FR,medium_town,73,Nouvelle-Aquitaine
Libres,MX,small_town,73,Puebla
Sant Carles de la Ràpita,ES,small_town,73,Catalonia
Hornsea,GB,small_town,73,East Riding of Yorkshire
Águilas,ES,medium_town,73,Murcia
Praia a Mare,IT,small_town,73,Calabria
Władysławowo,PL,small_town,73,Puck County
Santa Barbara,US,small_town,73,California
Cedar Falls,US,medium_town,73,Iowa
Saint-Malo,FR,medium_town,73,Brittany
Cedar Hill,US,medium_town,73,Texas
Oristano,IT,medium_town,73,Sardinia
Reisterstown,US,medium_town,73,Maryland
Ribadeo,ES,small_town,73,Galicia
Ramsey,US,medium_town,73,Minnesota
Saginaw,US,medium_town,73,Texas
Springdale,US,medium_town,73,Arkansas
Zionsville,US,medium_town,73,Indiana
Eden Prairie,US,medium_town,73,Minnesota
Vasto,IT,medium_town,73,Abruzzo
Tossa de Mar,ES,small_town,73,Catalonia
Sant Feliu de Guíxols,ES,medium_town,73,Catalonia
Policoro,IT,small_town,73,Basilicata
Westfield,US,medium_town,73,Indiana
Tulancingo,MX,medium_town,73,Hidalgo
Glenville,US,medium_town,73,New York
Mondragone,IT,medium_town,73,Campania
San José Iturbide,MX,medium_town,73,Guanajuato
Newquay,GB,medium_town,73,Cornwall
Frýdek-Místek,CZ,medium_town,73,Moravian-Silesian Region
Villa de Cos,MX,small_town,73,Zacatecas
Furtwangen,DE,small_town,73,Baden-Württemberg
Wilhelmshaven,DE,medium_town,73,Niedersachsen
San Benedetto del Tronto,IT,medium_town,73,Marche
Mooresville,US,medium_town,73,North Carolina
Villa de El Carmen Tequexquitla,MX,small_town,73,Tlaxcala
Stetten am Kalten Markt,DE,small_town,73,Baden-Württemberg
Huandacareo,MX,small_town,73,Michoacán
Andover,US,medium_town,73,Minnesota
Paracho de Verduzco,MX,medium_town,73,Michoacán
Villanueva,MX,small_town,73,Zacatecas
Dunkerque,FR,medium_town,73,Hauts-de-France
Albenga,IT,small_town,73,Liguria
Mittenwald,DE,small_town,73,Bayern
Bridlington,GB,medium_town,73,East Riding of Yorkshire
Villa Madero,MX,small_town,73,Michoacán
Hamina,FI,small_town,73,Kymenlaakso
Hanko,FI,small_town,73,Uusimaa
Acatzingo,MX,medium_town,73,Puebla
Nieves,MX,small_town,73,Zacatecas
Brake (Unterweser),DE,small_town,73,Niedersachsen
Mezzojuso,IT,village,72,Sicily
Gagliano Castelferrato,IT,village,72,Sicily
San Giovanni Gemini,IT,small_town,72,Sicily
Roccapalumba,IT,village,72,Sicily
Vicari,IT,village,72,Sicily
Zamora,ES,medium_town,72,Castile and León
Portsmouth,GB,city,72,England
Adrano,IT,medium_town,72,Sicily
Lake Cuitzeo,MX,nature_reserve,72,Michoacán
Agira,IT,small_town,72,Sicily
Ostseebad Binz,DE,small_town,71,Mecklenburg-Vorpommern
Santiago del Teide,ES,small_town,71,Canary Islands
Paphos,CY,medium_town,71,Cyprus
Goulmima,MA,small_town,71,Drâa-Tafilalet
Errachidia,MA,medium_town,71,Drâa-Tafilalet
Ciudad Constitución,MX,medium_town,70,Baja California Sur
Cumberland,US,medium_town,70,Maryland
Burrel,AL,small_town,70,Dibër County
Detroit,US,city,70,Michigan
Yunquera,ES,village,70,Andalusia
Basildon,GB,medium_town,70,Essex
Emiliano Zapata,MX,medium_town,70,Tabasco
Front Royal,US,small_town,70,Virginia
Ciudad Rodrigo,ES,small_town,70,Castile and León
Adel,US,small_town,70,Georgia
Uden,NL,medium_town,70,North Brabant
Iniesta,ES,village,70,Castile-La Mancha
Rockwall,US,medium_town,70,Texas
Nava del Rey,ES,village,70,Castile and León
Yverdon-les-Bains,CH,medium_town,70,Waadt
Nehoiu,RO,small_town,70,Buzău
Eatonton,US,small_town,70,Georgia
El Rosario,MX,small_town,70,Sinaloa
Leppävirta,FI,small_town,70,North Savo
Sulphur Springs,US,small_town,70,Texas
Belorado,ES,village,70,Castile and León
Effingham,US,small_town,70,Illinois
Heber Springs,US,small_town,70,Arkansas
Casas de Juan Núñez,ES,village,70,Castile-La Mancha
Briviesca,ES,small_town,70,Castile and León
Hódmezővásárhely,HU,medium_town,70,South Great Plain
Mayorga,ES,village,70,Castile and León
Neumarkt am Wallersee,AT,village,70,Salzburg
Hlukhiv,UA,medium_town,70,Sumy Oblast
Peñafiel,ES,small_town,70,Castile and León
Manitowoc,US,medium_town,70,Wisconsin
Pińczów,PL,small_town,70,Holy Cross Voivodeship
Weißwasser,DE,medium_town,70,Sachsen
Bathgate,GB,medium_town,70,West Lothian
Tomatlán,MX,small_town,70,Jalisco
Werl,DE,medium_town,70,Nordrhein-Westfalen
Canton,US,small_town,70,Mississippi
Haverhill,GB,medium_town,70,Suffolk
Yecla,ES,medium_town,70,Murcia
Calpulalpan,MX,medium_town,70,Tlaxcala
Bembibre,ES,small_town,70,Castile and León
Al Fqih Ben Çalah,MA,medium_town,70,Béni Mellal-Khénifra
Wunsiedel,DE,small_town,70,Bayern
Guadamur,ES,village,70,Castile-La Mancha
Lisbon,US,small_town,70,Maine
Przysucha,PL,small_town,70,Masovian Voivodeship
Villarrobledo,ES,medium_town,70,Castile-La Mancha
Celanova,ES,small_town,70,Galicia
Jasper,US,village,70,Tennessee
Santo Domingo de la Calzada,ES,small_town,70,Rioja
Stropkov,SK,small_town,70,Prešov
Patti,IT,small_town,70,Sicily
Valdeganga,ES,village,70,Castile-La Mancha
Almedinilla,ES,village,70,Andalusia
Waycross,US,small_town,70,Georgia
Sankt Gilgen,AT,village,70,Salzburg
Roosendaal,NL,medium_town,70,North Brabant
Corsicana,US,medium_town,70,Texas
New City,US,medium_town,70,New York
Sankt Johann in Tirol,AT,small_town,70,Tirol
Guntersville,US,small_town,70,Alabama
Florence,US,medium_town,70,Alabama
Canjáyar,ES,village,70,Andalusia
Bourg-en-Bresse,FR,medium_town,70,Auvergne-Rhône-Alpes
Versmold,DE,medium_town,70,Nordrhein-Westfalen
Ixtepec,MX,medium_town,70,Oaxaca
Estremera,ES,village,70,Community of Madrid
Selydove,UA,medium_town,70,Donetsk Oblast
Yeovil,GB,medium_town,70,Somerset
Candelaria,MX,small_town,70,Campeche
Gembloux,BE,medium_town,70,Namur
Văcăreşti,RO,small_town,70,Dâmbovița
Noblejas,ES,village,70,Castile-La Mancha
Las Choapas,MX,medium_town,70,Veracruz
Miechów,PL,small_town,70,Lesser Poland Voivodeship
Malagón,ES,small_town,70,Castile-La Mancha
Chamonix-Mont-Blanc,FR,small_town,70,Auvergne-Rhône-Alpes
Iznájar,ES,village,70,Andalusia
Guasave,MX,medium_town,70,Sinaloa
Quart,IT,village,70,Aosta Valley
Palma,ES,city,70,Balearic Islands
Corinth,US,small_town,70,Mississippi
Villaconejos,ES,village,70,Community of Madrid
Viso del Marqués,ES,village,70,Castile-La Mancha
Kingston,US,medium_town,70,New York
Kirchschlag in der Buckligen Welt,AT,village,70,Niederösterreich
Rimavská Sobota,SK,medium_town,70,Banská Bystrica
Wadowice,PL,small_town,70,Lesser Poland Voivodeship
Pedroche,ES,village,70,Andalusia
Alpena,US,small_town,70,Michigan
Hamilton,US,small_town,70,Alabama
San Marcos,MX,small_town,70,Guerrero
St. Catharines,CA,medium_town,70,Ontario
Grudziądz,PL,medium_town,70,Kuyavian-Pomeranian Voivodeship
Balestrate,IT,small_town,70,Sicily
Navas de San Juan,ES,small_town,70,Andalusia
Königs Wusterhausen,DE,medium_town,70,Brandenburg
Venray,NL,medium_town,70,Limburg
Saint-Jean-sur-Richelieu,CA,medium_town,70,Quebec
Gettysburg,US,small_town,70,Pennsylvania
Rottenmann,AT,village,70,Steiermark
Edelschrott,AT,village,70,Steiermark
Pájara,ES,medium_town,70,Canary Islands
Děčín,CZ,medium_town,70,Ústí nad Labem Region
Bloomsburg,US,small_town,70,Pennsylvania
Varshets,BG,small_town,70,Montana
Brezno,SK,small_town,70,Banská Bystrica
De Queen,US,small_town,70,Arkansas
Palestine,US,small_town,70,Texas
Opelousas,US,small_town,70,Louisiana
Leuven,BE,medium_town,70,Leuven
Dillon,US,small_town,70,South Carolina
Ennis,IE,medium_town,70,County Clare
Buchholz in der Nordheide,DE,medium_town,70,Niedersachsen
Rute,ES,small_town,70,Andalusia
Sankt Stefan ob Leoben,AT,village,70,Steiermark
Venta de Baños,ES,small_town,70,Castile and León
Rijssen,NL,medium_town,70,Overijssel
Fonelas,ES,village,70,Andalusia
Sankt Veit an der Glan,AT,small_town,70,Kärnten
Chambersburg,US,medium_town,70,Pennsylvania
Darlington,US,small_town,70,South Carolina
Döbeln,DE,medium_town,70,Sachsen
Villanueva de Alcardete,ES,village,70,Castile-La Mancha
Białystok,PL,city,70,Podlaskie Voivodeship
Jasper,US,small_town,70,Alabama
Colmenar de Oreja,ES,small_town,70,Community of Madrid
Cervera del Río Alhama,ES,village,70,Rioja
Nambroca,ES,village,70,Castile-La Mancha
Canterbury,GB,medium_town,70,Kent
Telfs,AT,small_town,70,Tirol
Santiago Ixcuintla,MX,small_town,70,Nayarit
Villaquejida,ES,village,70,Castile and León
Ostrzeszów,PL,small_town,70,Greater Poland Voivodeship
Fairbanks,US,medium_town,70,Alaska
Albemarle,US,small_town,70,North Carolina
Fier-Çifçi,AL,medium_town,70,Fier County
Doetinchem,NL,medium_town,70,Gelderland
Benton,US,small_town,70,Illinois
Segurilla,ES,village,70,Castile-La Mancha
Villarrubia de los Ojos,ES,small_town,70,Castile-La Mancha
Kennett,US,small_town,70,Missouri
Stams,AT,village,70,Tirol
Băicoi,RO,small_town,70,Prahova
St. Johns,US,medium_town,70,Florida
Goch,DE,medium_town,70,Nordrhein-Westfalen
Kuhmo,FI,small_town,70,Kainuu
Villanueva del Duque,ES,village,70,Andalusia
Washington,US,small_town,70,Indiana
Yajalón,MX,small_town,70,Chiapas
Lexington,US,small_town,70,Tennessee
Henderson,US,small_town,70,North Carolina
Myślenice,PL,small_town,70,Lesser Poland Voivodeship
Helegiu,RO,small_town,70,Bacău
Lempäälä,FI,medium_town,70,Pirkanmaa
Fonni,IT,village,70,Sardinia
Campofelice di Roccella,IT,small_town,70,Sicily
Zărneşti,RO,small_town,70,Buzău
Băleni Sârbi,RO,small_town,70,Dâmbovița
Jalpa de Méndez,MX,small_town,70,Tabasco
Belleville,US,medium_town,70,Illinois
Brandon,US,medium_town,70,Mississippi
Sebeş,RO,medium_town,70,Alba
Bludesch,AT,village,70,Vorarlberg
Ben Ahmed,MA,medium_town,70,Casablanca-Settat
Carini,IT,medium_town,70,Sicily
Torrecampo,ES,village,70,Andalusia
Bande,ES,village,70,Galicia
Świecie,PL,medium_town,70,Kuyavian-Pomeranian Voivodeship
Bizau,AT,village,70,Vorarlberg
Antigua,ES,small_town,70,Canary Islands
Tempoal de Sánchez,MX,small_town,70,Veracruz
Izmail,UA,medium_town,70,Odesa Oblast
Rairiz de Veiga,ES,village,70,Galicia
Boston,GB,medium_town,70,Lincolnshire
Peterborough,CA,medium_town,70,Ontario
Huntsville,US,medium_town,70,Texas
Comalapa,MX,small_town,70,Chiapas
Castellammare del Golfo,IT,small_town,70,Sicily
Kontiolahti,FI,small_town,70,North Karelia
Nurmes,FI,small_town,70,North Karelia
Sagunto,ES,medium_town,70,Valencian Community
Caruthersville,US,small_town,70,Missouri
Arcos de Valdevez,PT,medium_town,70,Viana do Castelo
Peshtera,BG,small_town,70,Pazardzhik
Comalcalco,MX,medium_town,70,Tabasco
Waidring,AT,village,70,Tirol
Corleone,IT,small_town,70,Sicily
Scottsboro,US,small_town,70,Alabama
Lancaster,US,small_town,70,South Carolina
Hessisch Oldendorf,DE,medium_town,70,Niedersachsen
Filomeno Mata,MX,small_town,70,Veracruz
Savonlinna,FI,medium_town,70,South Savo
Azuaga,ES,small_town,70,Extremadura
Château-Chinon(Ville),FR,village,70,Bourgogne – Franche-Comté
Láchar,ES,village,70,Andalusia
Kindberg,AT,small_town,70,Steiermark
Saint Albans,US,small_town,70,Vermont
Princeton,US,small_town,70,Kentucky
Plaquemine,US,small_town,70,Louisiana
Platón Sánchez,MX,small_town,70,Veracruz
Aritzo,IT,village,70,Sardinia
Brazil,US,small_town,70,Indiana
Acanceh,MX,small_town,70,Yucatán
Olmedo,ES,village,70,Castile and León
Thomasville,US,small_town,70,Georgia
Villalpardo,ES,village,70,Castile-La Mancha
Greenville,US,small_town,70,Illinois
Mezzolombardo,IT,small_town,68,Trentino – Alto Adige/Südtirol
Ivrea,IT,medium_town,68,Piedmont
Teziutlan,MX,medium_town,68,Puebla
Palmi,IT,small_town,68,Calabria
Oleggio,IT,small_town,68,Piedmont
Gioia del Colle,IT,medium_town,68,Apulia
Fabrica di Roma,IT,small_town,68,Lazio
Spinazzola,IT,small_town,68,Apulia
Ascoli Satriano,IT,small_town,68,Apulia
Pisticci,IT,small_town,68,Basilicata
Westerland,DE,small_town,68,Schleswig-Holstein
Marino,IT,medium_town,68,Lazio
Polistena,IT,small_town,68,Calabria
Corralejo,ES,small_town,68,Canary Islands
Savigliano,IT,small_town,68,Piedmont
Velletri,IT,medium_town,68,Lazio
Taranto,IT,medium_town,68,Apulia
Rivarolo Canavese,IT,small_town,68,Piedmont
Maniace,IT,village,67,Sicily
Scharbeutz,DE,small_town,66,Schleswig-Holstein
Olds,CA,small_town,66,Alberta
Puntagorda,ES,village,66,Canary Islands
Varel,DE,medium_town,66,Niedersachsen
Cala Mesquida,ES,beach,66,Balearic Islands
Tammela,FI,small_town,65,Kanta-Häme
Lemoore,US,medium_town,65,California
Oborniki,PL,small_town,65,Greater Poland Voivodeship
Sulejów,PL,small_town,65,Łódź Voivodeship
Santu Lussurgiu,IT,village,65,Sardinia
Pottstown,US,medium_town,65,Pennsylvania
Stolac,BA,small_town,65,Town of Stolac
Wentzville,US,medium_town,65,Missouri
Strakonice,CZ,medium_town,65,South Bohemian Region
Surrey,CA,city,65,British Columbia
Launceston,GB,small_town,65,Cornwall
Ulassai,IT,village,65,Sardinia
Senlis,FR,small_town,65,Hauts-de-France
Donetsk,UA,city,65,Donetsk Oblast
Plainfield,US,medium_town,65,Illinois
Kroměříž,CZ,medium_town,65,Zlín Region
Santo Domingo Tehuantepec,MX,medium_town,65,Oaxaca
Lewin Brzeski,PL,small_town,65,Opole Voivodeship
Dąbrowa Białostocka,PL,small_town,65,Podlaskie Voivodeship
San Lorenzo Nuovo,IT,village,65,Lazio
Ballwin,US,medium_town,65,Missouri
Germantown,US,medium_town,65,Tennessee
Nivala,FI,small_town,65,North Ostrobothnia
Ciudad Altamirano,MX,medium_town,65,Guerrero
Smyrna,US,medium_town,65,Tennessee
Attleboro,US,medium_town,65,Massachusetts
Plau am See,DE,small_town,65,Mecklenburg-Vorpommern
Gelnhausen,DE,medium_town,65,Hessen
Lidzbark,PL,small_town,65,Warmian-Masurian Voivodeship
Bayonne,FR,medium_town,65,Nouvelle-Aquitaine
Holland,US,medium_town,65,Michigan
Zvolen,SK,medium_town,65,Banská Bystrica
Santa Coloma de Farners,ES,small_town,65,Catalonia
Jabłonka,PL,village,65,Lesser Poland Voivodeship
Porto Tolle,IT,small_town,65,Veneto
Germersheim,DE,medium_town,65,Rheinland-Pfalz
Woonsocket,US,medium_town,65,Rhode Island
Tournai,BE,medium_town,65,Tournai-Mouscron
Holly Springs,US,medium_town,65,North Carolina
Bedizzole,IT,small_town,65,Lombardy
Velika Kladuša,BA,small_town,65,Una-Sana Canton
Nocera Umbra,IT,village,65,Umbria
Ribera,IT,small_town,65,Sicily
Lennestadt,DE,medium_town,65,Nordrhein-Westfalen
Villanova Monteleone,IT,village,65,Sardinia
Consett,GB,medium_town,65,County Durham
Gernika-Lumo,ES,small_town,65,Basque Country
Düren,DE,medium_town,65,Nordrhein-Westfalen
Rochester,US,medium_town,65,New Hampshire
Tui,ES,small_town,65,Galicia
Westerstede,DE,medium_town,65,Niedersachsen
Tangermünde,DE,small_town,65,Sachsen-Anhalt
Urzulei,IT,village,65,Sardinia
La Flèche,FR,small_town,65,Pays de la Loire
Río de Teapa,MX,medium_town,65,Tabasco
Dreux,FR,medium_town,65,Centre-Val de Loire
Amizmiz,MA,small_town,65,Marrakech-Safi
Raffadali,IT,small_town,65,Sicily
Susz,PL,small_town,65,Warmian-Masurian Voivodeship
Cold Lake,CA,small_town,65,Alberta
Chojnów,PL,small_town,65,Lower Silesian Voivodeship
Mynämäki,FI,small_town,65,Southwest Finland
Demnate,MA,medium_town,65,Béni Mellal-Khénifra
Badajoz,ES,medium_town,65,Extremadura
Loches,FR,small_town,65,Centre-Val de Loire
Łochów,PL,small_town,65,Masovian Voivodeship
Alabaster,US,medium_town,65,Alabama
Chodzież,PL,small_town,65,Greater Poland Voivodeship
Ndroq,AL,small_town,65,Tirana County
Argos Orestiko,GR,small_town,65,Western Macedonia
Northeim,DE,medium_town,65,Niedersachsen
Tahla,MA,medium_town,65,Fez-Meknes
South Riding,US,medium_town,65,Virginia
Geislingen an der Steige,DE,medium_town,65,Baden-Württemberg
Libourne,FR,medium_town,65,Nouvelle-Aquitaine
Eisenach,DE,medium_town,65,Thüringen
Reichenbach/Vogtland,DE,medium_town,65,Sachsen
Sutton,GB,medium_town,65,England
Leipzig,DE,city,65,Sachsen
Hobart,US,medium_town,65,Indiana
Clermont,US,medium_town,65,Florida
Pattada,IT,village,65,Sardinia
Comares,ES,village,65,Andalusia
Kalávryta,GR,village,65,Western Greece
Pivdennoukrainsk,UA,medium_town,65,Mykolaiv Oblast
Middletown,US,medium_town,65,New York
Klatovy,CZ,medium_town,65,Plzeň Region
Bayeux,FR,small_town,65,Normandy
Aznalcóllar,ES,small_town,65,Andalusia
Jorf,MA,small_town,65,Drâa-Tafilalet
Krnov,CZ,medium_town,65,Moravian-Silesian Region
Espoo,FI,city,65,Uusimaa
Harvey,US,medium_town,65,Illinois
Kuźnia Raciborska,PL,small_town,65,Silesian Voivodeship
Targuist,MA,small_town,65,Tangier-Tetouan-Al Hoceima
Berja,ES,small_town,65,Andalusia
Sondershausen,DE,medium_town,65,Thüringen
Onda,ES,medium_town,65,Valencian Community
Barlinek,PL,small_town,65,West Pomeranian Voivodeship
Crimmitschau,DE,medium_town,65,Sachsen
Polopos,ES,village,65,Andalusia
Orneta,PL,small_town,65,Warmian-Masurian Voivodeship
Santiago Jamiltepec,MX,small_town,65,Oaxaca
Driffield,GB,small_town,65,East Riding of Yorkshire
Kurikka,FI,small_town,65,South Ostrobothnia
Sobótka,PL,small_town,65,Lower Silesian Voivodeship
Riesi,IT,small_town,65,Sicily
Imzouren,MA,medium_town,65,Tangier-Tetouan-Al Hoceima
Tournon-sur-Rhône,FR,small_town,65,Auvergne-Rhône-Alpes
Saint-Amand-Montrond,FR,small_town,65,Centre-Val de Loire
Llantrisant,GB,small_town,65,Rhondda Cynon Taf
El Naranjo,MX,small_town,65,San Luis Potosí
Saint-Dizier,FR,medium_town,65,Grand Est
Kladanj,BA,small_town,65,Tuzla Canton
Aurich,DE,medium_town,65,Niedersachsen
Gorlice,PL,medium_town,65,Lesser Poland Voivodeship
Unna,DE,medium_town,65,Nordrhein-Westfalen
Wieleń,PL,small_town,65,Greater Poland Voivodeship
Parchim,DE,small_town,65,Mecklenburg-Vorpommern
Ortueri,IT,village,65,Sardinia
Newark,US,medium_town,65,Delaware
Lamezia Terme,IT,medium_town,65,Calabria
Brive-la-Gaillarde,FR,medium_town,65,Nouvelle-Aquitaine
Novovolynsk,UA,medium_town,65,Volyn Oblast
